Offering Dept,Subj Area,Catalog,Course Title,Course Description,Total Credits,Component,Session,Section,Class Cap,Class Waitlist Cap,Primary,Secondary,Class(es) Per Week,Minutes Per Session,Final Exam,Pass/Fail Conversion ,Instructor Name,Additional Information
ENV,ENV,210,Methods in Environmental Studies,"Every form of human action from an individual level to large-scale corporate actions or government interventions and development initiatives incur an environmental impact. Due to this it is important for environmentalists and others to assess the environmental impact of each action on the immediate and wider environment around them. This course will enable students to understand the existence and potential of environmental risks and issues and analyze these by undergoing research and pragmatic experiential learning. Students will be required to develop research projects addressing environmental concerns in Pakistan. Alongside traditional research methods, students will also be introduced to environmental photography, environmental impact assessment and geospatial mapping. 

The course will be divided into the following parts:
1. Ask Environmental questions
Students will learn the ability to formulate environmental research questions.

2. Acquire Environmental data and resources
Students will learn what methods of data collection will provide best-suited answers and then create the means for collecting that data.  This will include primary and secondary data collection, including survey design and ethics of research.

3. Explore and Analyze Environmental data
Students will learn to analyze the collected data through:
Qualitative Analysis: Ethnographic Approach, Discourse Analysis, Case study method, action research, Environmental Photography
Quantitative Analysis: Descriptive analysis and Basic Inferential Analysis
Spatial Analysis: Introduction to GIS and spatial modeling
Introduction to Environmental Impact and Risk Assessments

4. Act upon Environmental knowledge
Presenting findings and disseminating knowledge",4.00,LEC,16W,S1,50,0,Yes,No,2,100,Yes,All undergraduate students,"Khosa,Sana","Phase 2: Open for MGSHSS and SAHSOL first years, sophomores and juniors.
Add/Drop: Open for all first years, sophomores and juniors.
Classroom with desks is required."
ENV,ENV,234,"Nature, Power and Modernity",This is a course on modern ecological history.,4.00,LEC,16W,S1,15,0,Yes,No,2,100,Yes,Not Allowed,"Karrar,Hassan Haider","Phase 2: Open for MGSHSS and SAHSOL first years, sophomores, and juniors.
Add/Drop: Open for all first years, sophomores, and juniors."
ENV,ENV,244,Modeling the Environment,Modeling the Environment,3.00,LEC,16W,S1,21,0,Yes,No,2,75,Yes,All undergraduate students,"Manzoor,Talha","Phase 2: Open for MGSHSS and SAHSOL first years, sophs and juniors.
Add/Drop: Open for all first years, sophs and juniors"
ENV,ENV,322,Environmental Governance,"Our times are marred with the colossal challenges of capping global warming, creating a net-zero world, moving towards green initiatives for sustainability and diversifying energy sources to inhibit an impending existential crisis. Better governance and policies are required to address these challenges.While it is easy to blame government inaction for these mounting environmental woes, it is not the government alone that can deliver and tackle the crisis head on. The solutions lie in a collective and collaborative multi-level (global, regional, national and local) and cross-sectoral (state and non-state stakeholders) process not only generating urgency for action but creating effective structures and policies to implement sustainable actions and innovations. During this course students will develop research projects that seek ways to transform and improve Pakistan’s environmental governance system towards a more resilient, climate-smart and sustainable system that tackles our myriad environmental problems.",4.00,LEC,16W,S1,25,0,Yes,No,2,100,No,All undergraduate students,"Khosa,Sana","Phase 2: Open for MGSHSS and SAHSOL sophomores, juniors and seniors
Add/Drop: Open for all sophomores, juniors and seniors"
ENV,ENV,332,End of Nature: Disaster and Geopolitics in Environmental Fiction,"Bill McKibben’s book The End of Nature states that a key ecological fact of our time is the “the contrast between the pace at which the physical world is changing and the pace at which human society is reacting.” He argues that, “man can no longer think of himself as a species tossed about by larger forces—we are now those larger forces”, thereby signaling how we have reached the “end of nature”. Building upon this idea this course maps the ways in which human action has irreversibly changed nature as construct (geopolitics) and reality (disasters). Through critical engagement with environmental fiction this course explores the ways in which the violent exploitation of the natural world has generated everyday and epochal crises. We will study various forms of eco-crises—including natural calamities, toxic bodies, climatic extremities and ravaged landscapes—to interpret how their origins lie in the intersections of anthropocentrism, capitalism, and militarism. Focusing on the visual, material and allegorical aspects of texts we will also discuss strategies to narrativize ecological disasters in an evocative and engaging manner. In doing so we will address the potentiality of disaster terminology, debate the degree(s) to which nature is ending, and question the role of human agency in mitigating ecological crises.",4.00,LEC,16W,S1,10,0,Yes,No,2,100,Take Home,Not Allowed,"Pirzadeh,Saba","Phase 2: Open for MGSHSS and SAHSOL sophomores, juniors and seniors.
Add/Drop: Open for all sophomores, juniors and seniors."
ENV,ENV,422B,Practicum in Environmental Law II,"Practicum in Environmental Law II
The goal of this course is for students to develop an understanding of the framework of environmental law generally and specifically an understanding and experience of law-doing on matters pertaining to the environment. As such: to gain essential law-doing skills through hands-on experience on real cases and issues related to the environment.
The broader long-term goal is to act as a pilot course to identify ways in which the Law School can provide dedicated research and advocacy support for communities, NGO’s and members of civil society responding to environmental concerns across Pakistan. The Practicum will be a collaborative exercise between SAHSOL and ClientEarth and its partners.
As a course it aims to be flexible in responding to student interests and directions and as such this outline is always provisional and subject to change. As such it takes the noun + the verb of the ‘course’ and leave it unsettled,",2.00,SEM,16W,M1,3,0,Yes,No,1,100,No,All undergraduate students,"Farooq,Asad",Force enrollment
ACF,FINN,100,Principles of Finance,"Firms invest in real assets such as plant and equipment (the Investment decision) and raise money via personal funds, stocks, bonds or bank loans (the Financing decision). Broadly speaking, Financial Management is about how this Investment and Financing decisions should be made. This course explores the first part of Financial Management and introduces the framework, tools and techniques for making Investment decisions. Specifically, we will cover Valuation, Capital Budgeting, Modern Portfolio Theory and Equilibrium Risk-Return Relationship. This is an introductory course in Finance and the first in a series of required Finance core courses for the B.Sc. Accounting & Finance degree. This course together with the next course, Intermediate Finance, completes an introduction to modern theory of Corporate Finance. The final required course in the sequence, Applied Corporate Finance, introduces advanced topics and explores certain topics in depth",3.00,LEC,16W,S1,55,5,Yes,No,2,75,Yes,Not Allowed,Bushra  Naqvi,"Enrollment Phase 1: SDSB Freshmen	
Appt 1, Sr: Closed
Appt 2, Jr: Closed	
Appt 3, Sp: Closed	
Appt 4, Fr: Open	
Appt 5, Sr: Closed
Appt 6, Jr: Closed
Appt 7, Sp & Fr: Open
Appt 8, All: Open
Enrollment Phase 2: SDSB Freshmen, Soph, Junior, Senior 	
Add/Drop Phase: SDSB Freshmen, Soph, Junior, Senior 

Preferred Days, Timings and Venues:
Lec1: TH (11:00 AM - 12:15 PM) 203
Lec2: TH (12:30 PM - 01:45 PM) 203
Lec3: TH	(09:30 AM - 10:45 AM) A-3
Lec4: TH	(02:00 PM - 03:15 PM) A-7
Lec5: TH	(08:00 AM - 09:15 AM) 201
Lec6: TH (09:30 AM - 10:45 AM) 201"
ACF,FINN,100,Principles of Finance,"Firms invest in real assets such as plant and equipment (the Investment decision) and raise money via personal funds, stocks, bonds or bank loans (the Financing decision). Broadly speaking, Financial Management is about how this Investment and Financing decisions should be made. This course explores the first part of Financial Management and introduces the framework, tools and techniques for making Investment decisions. Specifically, we will cover Valuation, Capital Budgeting, Modern Portfolio Theory and Equilibrium Risk-Return Relationship. This is an introductory course in Finance and the first in a series of required Finance core courses for the B.Sc. Accounting & Finance degree. This course together with the next course, Intermediate Finance, completes an introduction to modern theory of Corporate Finance. The final required course in the sequence, Applied Corporate Finance, introduces advanced topics and explores certain topics in depth",3.00,LEC,16W,S2,55,5,Yes,No,2,75,Yes,Not Allowed,Bushra  Naqvi,"Enrollment Phase 1: SDSB Freshmen	
Appt 1, Sr: Closed
Appt 2, Jr: Closed	
Appt 3, Sp: Closed	
Appt 4, Fr: Open	
Appt 5, Sr: Closed
Appt 6, Jr: Closed
Appt 7, Sp & Fr: Open
Appt 8, All: Open
Enrollment Phase 2: SDSB Freshmen, Soph, Junior, Senior 	
Add/Drop Phase: SDSB Freshmen, Soph, Junior, Senior 

Preferred Days, Timings and Venues:
Lec1: TH (11:00 AM - 12:15 PM) 203
Lec2: TH (12:30 PM - 01:45 PM) 203
Lec3: TH	(09:30 AM - 10:45 AM) A-3
Lec4: TH	(02:00 PM - 03:15 PM) A-7
Lec5: TH	(08:00 AM - 09:15 AM) 201
Lec6: TH (09:30 AM - 10:45 AM) 201"
ACF,FINN,100,Principles of Finance,"Firms invest in real assets such as plant and equipment (the Investment decision) and raise money via personal funds, stocks, bonds or bank loans (the Financing decision). Broadly speaking, Financial Management is about how this Investment and Financing decisions should be made. This course explores the first part of Financial Management and introduces the framework, tools and techniques for making Investment decisions. Specifically, we will cover Valuation, Capital Budgeting, Modern Portfolio Theory and Equilibrium Risk-Return Relationship. This is an introductory course in Finance and the first in a series of required Finance core courses for the B.Sc. Accounting & Finance degree. This course together with the next course, Intermediate Finance, completes an introduction to modern theory of Corporate Finance. The final required course in the sequence, Applied Corporate Finance, introduces advanced topics and explores certain topics in depth",3.00,LEC,16W,S3,55,5,Yes,No,2,75,Yes,Not Allowed,"Mehmood,Zainab","Enrollment Phase 1: SDSB Freshmen	
Appt 1, Sr: Closed
Appt 2, Jr: Closed	
Appt 3, Sp: Closed	
Appt 4, Fr: Open	
Appt 5, Sr: Closed
Appt 6, Jr: Closed
Appt 7, Sp & Fr: Open
Appt 8, All: Open
Enrollment Phase 2: SDSB Freshmen, Soph, Junior, Senior 	
Add/Drop Phase: SDSB Freshmen, Soph, Junior, Senior 

Preferred Days, Timings and Venues:
Lec1: TH (11:00 AM - 12:15 PM) 203
Lec2: TH (12:30 PM - 01:45 PM) 203
Lec3: TH	(09:30 AM - 10:45 AM) A-3
Lec4: TH	(02:00 PM - 03:15 PM) A-7
Lec5: TH	(08:00 AM - 09:15 AM) 201
Lec6: TH (09:30 AM - 10:45 AM) 201"
ACF,FINN,100,Principles of Finance,"Firms invest in real assets such as plant and equipment (the Investment decision) and raise money via personal funds, stocks, bonds or bank loans (the Financing decision). Broadly speaking, Financial Management is about how this Investment and Financing decisions should be made. This course explores the first part of Financial Management and introduces the framework, tools and techniques for making Investment decisions. Specifically, we will cover Valuation, Capital Budgeting, Modern Portfolio Theory and Equilibrium Risk-Return Relationship. This is an introductory course in Finance and the first in a series of required Finance core courses for the B.Sc. Accounting & Finance degree. This course together with the next course, Intermediate Finance, completes an introduction to modern theory of Corporate Finance. The final required course in the sequence, Applied Corporate Finance, introduces advanced topics and explores certain topics in depth",3.00,LEC,16W,S4,55,5,Yes,No,2,75,Yes,Not Allowed,"Mehmood,Zainab","Enrollment Phase 1: SDSB Freshmen	
Appt 1, Sr: Closed
Appt 2, Jr: Closed	
Appt 3, Sp: Closed	
Appt 4, Fr: Open	
Appt 5, Sr: Closed
Appt 6, Jr: Closed
Appt 7, Sp & Fr: Open
Appt 8, All: Open
Enrollment Phase 2: SDSB Freshmen, Soph, Junior, Senior 	
Add/Drop Phase: SDSB Freshmen, Soph, Junior, Senior 

Preferred Days, Timings and Venues:
Lec1: TH (11:00 AM - 12:15 PM) 203
Lec2: TH (12:30 PM - 01:45 PM) 203
Lec3: TH	(09:30 AM - 10:45 AM) A-3
Lec4: TH	(02:00 PM - 03:15 PM) A-7
Lec5: TH	(08:00 AM - 09:15 AM) 201
Lec6: TH (09:30 AM - 10:45 AM) 201"
ACF,FINN,100,Principles of Finance,"Firms invest in real assets such as plant and equipment (the Investment decision) and raise money via personal funds, stocks, bonds or bank loans (the Financing decision). Broadly speaking, Financial Management is about how this Investment and Financing decisions should be made. This course explores the first part of Financial Management and introduces the framework, tools and techniques for making Investment decisions. Specifically, we will cover Valuation, Capital Budgeting, Modern Portfolio Theory and Equilibrium Risk-Return Relationship. This is an introductory course in Finance and the first in a series of required Finance core courses for the B.Sc. Accounting & Finance degree. This course together with the next course, Intermediate Finance, completes an introduction to modern theory of Corporate Finance. The final required course in the sequence, Applied Corporate Finance, introduces advanced topics and explores certain topics in depth",3.00,LEC,16W,S5,55,5,Yes,No,2,75,Yes,Not Allowed,Salman  Khan,"Enrollment Phase 1: SDSB Freshmen	
Appt 1, Sr: Closed
Appt 2, Jr: Closed	
Appt 3, Sp: Closed	
Appt 4, Fr: Open	
Appt 5, Sr: Closed
Appt 6, Jr: Closed
Appt 7, Sp & Fr: Open
Appt 8, All: Open
Enrollment Phase 2: SDSB Freshmen, Soph, Junior, Senior 	
Add/Drop Phase: SDSB Freshmen, Soph, Junior, Senior 

Preferred Days, Timings and Venues:
Lec1: TH (11:00 AM - 12:15 PM) 203
Lec2: TH (12:30 PM - 01:45 PM) 203
Lec3: TH	(09:30 AM - 10:45 AM) A-3
Lec4: TH	(02:00 PM - 03:15 PM) A-7
Lec5: TH	(08:00 AM - 09:15 AM) 201
Lec6: TH (09:30 AM - 10:45 AM) 201"
ACF,FINN,100,Principles of Finance,"Firms invest in real assets such as plant and equipment (the Investment decision) and raise money via personal funds, stocks, bonds or bank loans (the Financing decision). Broadly speaking, Financial Management is about how this Investment and Financing decisions should be made. This course explores the first part of Financial Management and introduces the framework, tools and techniques for making Investment decisions. Specifically, we will cover Valuation, Capital Budgeting, Modern Portfolio Theory and Equilibrium Risk-Return Relationship. This is an introductory course in Finance and the first in a series of required Finance core courses for the B.Sc. Accounting & Finance degree. This course together with the next course, Intermediate Finance, completes an introduction to modern theory of Corporate Finance. The final required course in the sequence, Applied Corporate Finance, introduces advanced topics and explores certain topics in depth",3.00,LEC,16W,S6,55,5,Yes,No,2,75,Yes,Not Allowed,Salman  Khan,"Enrollment Phase 1: SDSB Freshmen	
Appt 1, Sr: Closed
Appt 2, Jr: Closed	
Appt 3, Sp: Closed	
Appt 4, Fr: Open	
Appt 5, Sr: Closed
Appt 6, Jr: Closed
Appt 7, Sp & Fr: Open
Appt 8, All: Open
Enrollment Phase 2: SDSB Freshmen, Soph, Junior, Senior 	
Add/Drop Phase: SDSB Freshmen, Soph, Junior, Senior 

Preferred Days, Timings and Venues:
Lec1: TH (11:00 AM - 12:15 PM) 203
Lec2: TH (12:30 PM - 01:45 PM) 203
Lec3: TH	(09:30 AM - 10:45 AM) A-3
Lec4: TH	(02:00 PM - 03:15 PM) A-7
Lec5: TH	(08:00 AM - 09:15 AM) 201
Lec6: TH (09:30 AM - 10:45 AM) 201"
ACF,FINN,200,Intermediate Finance,"This course addresses major decision making areas of corporate finance within the framework of finance theory and practices. It complements and supplements concepts covered in Principles of Finance. Some of the concepts previously covered are refreshed with broader perspective and more rigorous analysis to provide solid grounding in time value of money, project analysis, and asset pricing. Portfolio theory and risk-return tradeoff implications for corporate finance decisions are examined in-depth. The course focuses on investment and financing decisions. Capital investments are also evaluated under conditions of uncertainty and risk. Financing decisions are examined through cost of capital, capital structure theory, and dividend policy. Valuation of securities integrates the impact of both investment and financing decisions. Other topics covered include review of derivative instruments, valuation of options including convertible securities, insights from option pricing framework for investment and financing decisions, and usage of derivatives for risk management and hedging exposure",3.00,LEC,16W,S1,55,5,Yes,No,2,75,Yes,Not Allowed,Syed Hashim  Mahmood Ali,"Enrollment Phase 1: ACF Soph, Junior, Senior 	
Appt 1 Sr: Closed	
Appt 2 Jr: Closed	
Appt 3 Sp: Open	
Appt 4 Fr: Closed	
Appt 5 Sr: Open	
Appt 6 Jr: Open	
Appt 7 Sp & Fr: Open	
Appt 8 All: Open	
Enrollment Phase 2: ACF Soph, Junior, Senior 	
Add/Drop Phase: Any Soph, Junior, Senior 
45 seats to be opened during Enrollment Phase 1, and remaining 10 seats will be opened In Add/ Drop Period.

Preferred Days, Timing and Venue:
Lec1: MW (05:00 PM - 06:15 PM)	B-1"
ACF,FINN,222,Introduction to Mathematics of Finance,"With the recent developments in Finance over the past decade, the usefulness of Mathematical tools in Finance has become significant than ever. The course introduces mathematics of finance and is ideal for developing an understanding and knowledge of basic mathematical finance that a student requires throughout his or her academic and professional career. It introduces the vocabulary of mathematics of finance that helps developing the understanding of financial instrument at large. The course serves as the basis for higher studies in finance, quantitative finance, computational finance, financial engineering, financial economics, economics, insurance, actuarial sciences or any similar field. The course will broaden your horizon of finance and financial industry. Not only that the course is essential for the undergraduate and graduate studies in finance but also plays an important role in the student’s performance in their professional careers. The course covers topics including basics of calculus, time value of money, theory of interest, probability, normal random variables and probability, arbitrage theorem, random walks and Brownian motion.",3.00,LEC,16W,S1,60,5,Yes,No,2,75,Yes,Not Allowed,"Ahmed,Ferhana","Enrollment Phase 1: ACF Soph, Junior, Senior 	
Appt 1 Sr: Closed	
Appt 2 Jr: Closed	
Appt 3 Sp: Open	
Appt 4 Fr: Closed	
Appt 5 Sr: Open	
Appt 6 Jr: Open	
Appt 7 Sp & Fr: Open	
Appt 8 All: Open	
Enrollment Phase 2: SDSB Soph, Junior, Senior 	
Add/Drop Phase: Any Soph, Junior, Senior

Preferred Days, Timings and Venue:
Lec1: TH (03:30 PM - 04:45 PM) 101"
ACF,FINN,242,Islamic Capital Markets and Instruments,"Islamic Capital Markets and Instruments

Beginning with the introduction to capital markets the course introduces students briefly to the key tenets of Islamic law applicable in capital markets. The course covers sequentially different components of capital markets in a comparative manner where students are introduced to the conventional component of the capital market followed by the Islamic alternative. This aims to allow the students to fully understand the differences and similarities the conventional and Islamic capital market entails.

Course Focus and Modules: As an applied course, the focus is on: a) distinguishing features of Islamic Capital markets and instruments
b) Identification of non-Shariah compliant financial instruments, c) Critically analyzing the Islamic version of instruments anc capital market components.  d) Different aspect of Islamic and non-Islamic equity investments",3.00,LEC,16W,S1,60,5,Yes,No,2,75,Yes,Not Allowed,"Farrukh,Talha","Enrollment Phase 1: ACF Soph, Junior, Senior 	
Appt 1 Sr: Closed	
Appt 2 Jr: Closed	
Appt 3 Sp: Open	
Appt 4 Fr: Closed	
Appt 5 Sr: Open	
Appt 6 Jr: Open	
Appt 7 Sp & Fr: Open	
Appt 8 All: Open	
Enrollment Phase 2: SDSB Soph, Junior, Senior 	
Add/Drop Phase: Any Soph, Junior, Senior

Preferred Days, Timings and Venue:
Lec1: TH	(11:00 AM - 12:15 PM) B-2"
ACF,FINN,243,Fintech Revolution: Market Disruption and Emerging Opportunities,"Fintech involves the use of technology, particularly information technology to transform the way finance is carried out in global markets. While the news is full of game changing startups that are revolutionizing numerous pillars of the global economy, Fintech as an industry has become a mainstay that is powering the new digital transformation. The course is ideal for students who are curious about the world of global finance and would like to understand what changes will drive its outlook in the coming years.  
The Course is divided into 5 sections:
Module 1: Startups and Intro to Fintech
Module 2: Money and Payments in the digital age
Module 3: Digitization of finance
Module 4: Upcoming Trends. Regulatory impact, Big Data and Blockchain. 
Module 5: Start up Valuation",3.00,LEC,16W,S1,60,5,Yes,No,2,75,Yes,Not Allowed,Syed Hashim  Mahmood Ali,"Enrollment Phase 1: ACF Soph, Junior, Senior 	
Appt 1 Sr: Closed	
Appt 2 Jr: Closed	
Appt 3 Sp: Open	
Appt 4 Fr: Closed	
Appt 5 Sr: Open	
Appt 6 Jr: Open	
Appt 7 Sp & Fr: Open	
Appt 8 All: Open	
Enrollment Phase 2: SDSB Soph, Junior, Senior 	
Add/Drop Phase: Any Soph, Junior and Senior.

Preferred Days, Timings and Venue:
Lec1: TH	(05:00 PM - 06:15 PM) B-1
Lec2: TH (9:30 AM - 10:45 AM)"
ACF,FINN,243,Fintech Revolution: Market Disruption and Emerging Opportunities,"Fintech involves the use of technology, particularly information technology to transform the way finance is carried out in global markets. While the news is full of game changing startups that are revolutionizing numerous pillars of the global economy, Fintech as an industry has become a mainstay that is powering the new digital transformation. The course is ideal for students who are curious about the world of global finance and would like to understand what changes will drive its outlook in the coming years.  
The Course is divided into 5 sections:
Module 1: Startups and Intro to Fintech
Module 2: Money and Payments in the digital age
Module 3: Digitization of finance
Module 4: Upcoming Trends. Regulatory impact, Big Data and Blockchain. 
Module 5: Start up Valuation",3.00,LEC,16W,S2,60,5,Yes,No,2,75,Yes,Not Allowed,"Mahmood Ali,Syed Hashim","Enrollment Phase 1: ACF Soph, Junior, Senior 	
Appt 1 Sr: Closed	
Appt 2 Jr: Closed	
Appt 3 Sp: Open	
Appt 4 Fr: Closed	
Appt 5 Sr: Open	
Appt 6 Jr: Open	
Appt 7 Sp & Fr: Open	
Appt 8 All: Open	
Enrollment Phase 2: SDSB Soph, Junior, Senior 	
Add/Drop Phase: Any Soph, Junior and Senior.

Preferred Days, Timings and Venue:
Lec1: TH	(05:00 PM - 06:15 PM) B-1
Lec2: TH (9:30 AM - 10:45 AM)"
ACF,FINN,321,Econometrics,"""This is the second course in the statistics/econometrics sequence and looks at the broad range of estimation problems that often
arise in economic applications. In particular, the participants learn the use of the work horse ordinary least squares (OLS) method of estimation, its relevance and assumptions in various contexts. The criteria used to select a particular estimation method and the scenarios
under which the OLS estimator becomes sub-optimal. The purpose of this course is to teach students econometric theory and its practice by giving them hands-on experience of Stata which will allow them to practice reliable empirics independently. It trains the students in handling and analyzing data, organize information it contains and to understand the issues related to statistical models building with observational data sets.""",3.00,LEC,16W,S1,70,5,Yes,No,2,75,Yes,All undergraduate students,"Ali,Syed Zahid","Enrollment Phase 1: ACF Junior, Senior	
Appt 1: Closed	
Appt 2: Open	
Appt 3: Closed	
Appt 4: Closed	
Appt 5: Open	
Appt 6: Open	
Appt 7: Closed	
Appt 8: Open	
Enrollment Phase 2: SDSB Junior, Senior	
Add/Drop Phase: Any Soph, Junior and Senior.

Preferred Days, Timings and Venue:
Lec1: MW (02:00 PM - 03:15 PM) B-2"
ACF,FINN,341A,Financial Institutions and Markets,"The course is designed to equip students with knowledge of a financial system, its regulatory framework and environments in Pakistan, and as in other global economies. The course envisages a detailed discussion on Financial Markets. The money markets, capital markets of Pakistan.  The International Stock markets and global bond markets shall be discussed and compared with markets in Pakistan. The course will also cover Foreign Exchange, Derivatives and commodities markets internationally and in Pakistan.

The course shall cover the Institutional framework within Pakistan. Various banking and non-banking institutions shall be discussed. A comparative analysis of their functions, roles and impact on economic system shall be critically examined. Besides revisiting the existing market oriented financial system and its fault lines, the alternate financial systems or paradigms shall be explored and covered in the course. The course is intended also to identify the regulatory compliance initiatives to ethical and prudential issues",3.00,LEC,16W,S1,60,5,Yes,No,2,75,Yes,Not Allowed,"Ahmed,Samir","Enrollment Phase 1: ACF Junior, Senior	
Appt 1 Sr: Closed	
Appt 2 Jr: Open	
Appt 3 Sp: Closed	
Appt 4 Fr: Closed	
Appt 5 Sr: Open	
Appt 6 Jr: Open	
Appt 7 Sp & Fr: Closed	
Appt 8 All: Open	
Enrollment Phase 2: SDSB Junior, Senior	
Add/ Drop Phase: Any Junior, Senior

Preferred Days, Timings and Venue:
Lec1: MW (09:30 AM - 10:45 AM) 203"
ACF,FINN,372,Actuarial Sciences and Insurance,"Insurance and Actuarial Science is a course designed to introduce students to the working of life insurers and the role of actuaries within them. The course is ideal for students who are curious about the actuarial profession and for students who wish to pursue non-actuarial roles in insurance organizations. 

We will first cover life insurance companies as institutions and discuss the features of products and companies. We will then look at simple actuarial calculations of those products. The course will end with real world implications of actuarial work. (IT related work and professionalism). 

The course is not meant to prepare students completely to pass actuarial exams but to give them an idea of what actuarial work entails in the scope of a life insurance company and to introduce them to the mathematics of actuarial science.",3.00,LEC,16W,S1,60,5,Yes,No,2,75,Yes,All undergraduate students,Nauman Afzal  Cheema,"Enrollment Phase 1: ACF Junior, Senior	
Appt 1 Sr: Closed	
Appt 2 Jr: Open	
Appt 3 Sp: Closed	
Appt 4 Fr: Closed	
Appt 5 Sr: Open	
Appt 6 Jr: Open	
Appt 7 Sp & Fr: Closed	
Appt 8 All: Open	
Enrollment Phase 2: SDSB Junior, Senior	
Add/ Drop Phase: Any Junior, Senior

Preferred Days, Timings and Venue:
Lec1: TH	(12:30 PM - 01:45 PM) B-2"
ACF,FINN,400,Applied Corporate Finance,"Applied Corporate Finance is a case-based course in intermediate level finance. It provides insights into the role of the financial manager, whose primary responsibility consists of acquiring funds needed by the firm and directing these funds into projects that will maximize the value of the firm for its shareholders. In reaching this objective, financial managers perform a variety of tasks such as financial analysis and forecasting of cash flows; analysis of working capital; project evaluation and risk analysis; evaluating financing choices available to the firm; valuation of financial and real assets including valuation of M&A candidates, and cross-border transactions involving foreign currencies and global financial markets",3.00,LEC,16W,S1,55,5,Yes,No,2,75,Yes,Not Allowed,"Seyyed,Fazal Jawad","Enrollment Phase 1: ACF Junior, Senior	
Appt 1 Sr: Open	
Appt 2 Jr: Open	
Appt 3 Sp: Closed	
Appt 4 Fr: Closed	
Appt 5 Sr: Open	
Appt 6 Jr: Open	
Appt 7 Sp & Fr: Closed	
Appt 8 All: Open	
Enrollment Phase 2: ACF Junior, Senior	
Add/ Drop Phase: ACF Junior, Senior

Preferred Days, Timings and Venue:
Lec1: MW (05:00 PM - 06:15 PM) 204"
ACF,FINN,422,Quantitative Finance,Quantitative Finance,4.00,LAB,16W,L1,40,5,No,Yes,1,50,No,All undergraduate students,"Khan,Adnan","Enrollment Phase 1: ACF Junior, Senior	
Appt 1: Open	
Appt 2: Open	
Appt 3: Closed	
Appt 4: Closed	
Appt 5: Open	
Appt 6: Open	
Appt 7: Closed	
Appt 8: Open	
Enrollment Phase 2: ACF Junior, Senior	
Add/Drop Phase: SDSB Junior, Senior"
ACF,FINN,422,Quantitative Finance,Quantitative Finance,4.00,LEC,16W,S1,40,5,Yes,No,2,90,Yes,All undergraduate students,"Khan,Adnan","Enrollment Phase 1: ACF Junior, Senior	
Appt 1: Open	
Appt 2: Open	
Appt 3: Closed	
Appt 4: Closed	
Appt 5: Open	
Appt 6: Open	
Appt 7: Closed	
Appt 8: Open	
Enrollment Phase 2: ACF Junior, Senior	
Add/Drop Phase: SDSB Junior, Senior"
ACF,FINN,454,Portfolio Management,"Course Description: The course is designed to study theory and empirical evidence relevant for portfolio management. An emphasis is placed on understanding, how an investment professional would allocate funds in  an hypothetical portfolio. The course is rich in theory and modeling techniques.  Major topics include estimation of capital market parameters, trade-off between risk and return, optimal portfolio selection, equilibrium asset pricing models,  and  portfolio performance management.  

Emphasis will be put on development and application of techniques that should be part of the tool kit of those interested in becoming professional investors or portfolio managers. The course will utilize the state of the art Trading Center at SDSB. This includes live trading at Karachi Stock Exchange as well as the Bloomberg Terminal to extract the stock, industry and economic data for analysis before taking any buy-sell decisions.",3.00,LEC,16W,S1,60,5,Yes,No,2,75,Yes,Not Allowed,Syed Kumail  Abbas Rizvi,"Enrollment Phase 1: ACF Junior, Senior	
Appt 1 Sr: Closed	
Appt 2 Jr: Open	
Appt 3 Sp: Closed	
Appt 4 Fr: Closed	
Appt 5 Sr: Open	
Appt 6 Jr: Open	
Appt 7 Sp & Fr: Closed	
Appt 8 All: Open	
Enrollment Phase 2: SDSB Junior, Senior	
Add/ Drop Phase: Any Junior, Senior

Preferred Days, Timings and Venue:
Lec1: MW (08:00 AM - 09:15 AM) SDSB Trading Lab"
MGMTSCI,FINN,7001,Corporate Finance,Corporate Finance,3.00,LEC,16W,S1,15,0,Yes,No,1,180,Yes,Not Allowed,"Seyyed,Fazal Jawad",This course will be open for MANAG- PhD throughout the enrollment Phases.
MGMTSCI,FINN,7501,Investments Theory and Financial Markets,Investments Theory and Financial Markets,3.00,LEC,16W,S1,15,0,Yes,No,1,180,Yes,All undergraduate students,"Abbas Rizvi,Syed Kumail",This course will be open for MANAG- PhD throughout the enrollment Phases.
MGMTSCI,FINN,7801,Econometrics,Econometrics,3.00,LEC,16W,S1,5,0,Yes,No,2,75,Yes,All undergraduate students,"Ali,Syed Zahid",This course will be open for MANAG- PhD throughout the enrollment Phases.
